0,34,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,39,0,
0,34,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,39,0,
0,34,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,7,8,39,0,
0,34,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,13,13,13,13,13,14,14,14,14,14,14,13,13,13,13,13,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,39,0,
0,34,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,13,13,13,13,13,14,14,14,14,14,14,13,13,13,13,13,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,0,
0,34,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,2,2,2,2,2,2,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,6,10,11,39,0,
0,34,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,2,2,2,2,2,2,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,39,0,
0,34,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,2,2,2,2,2,2,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,39,0,
0,34,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,2,2,2,2,2,2,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,39,0,
0,34,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,2,2,2,2,2,2,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,39,0,
0,34,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,2,2,2,2,2,2,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,39,0,
0,34,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,2,2,2,2,2,2,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,39,0,
0,34,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,2,2,2,2,2,2,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,39,0,
0,34,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,2,2,2,2,2,2,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,39,0,
0,34,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,2,2,2,2,2,2,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,39,0,
0,34,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,2,2,2,2,2,2,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,39,0,
0,34,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,2,2,2,2,2,2,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,39,0,
0,34,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,2,2,2,2,2,2,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,39,0,
0,34,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,2,2,2,2,2,2,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,39,0,
0,34,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,2,2,2,2,2,2,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,39,0,
0,34,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,2,2,2,2,2,2,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,9,10,11,39,0,
0,34,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,2,2,2,2,2,2,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,15,16,17,39,0,
0,34,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,2,2,2,2,2,2,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,21,22,23,39,0,
0,30,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,33,3,3,3,3,3,3,28,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,46,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

